base_bid,pred_threshold,variable_bid,won,click,spend,trimmed_bids,CTR,CPM,CPC,blended_score
40,0.9,60,101,30.0,5205.0,0,0.297029702970297,51534.65346534653,173.5,0.23276327632763275
40,0.1,80,41663,84.0,1272434.0,0,0.0020161774236132778,30541.103617118308,15148.02380952381,0.1539369791814407
40,0.2,80,20343,77.0,664246.0,0,0.003785085778892002,32652.312834881777,8626.57142857143,0.14227105146733518
40,0.30000000000000004,80,11458,71.0,389345.0,0,0.006196543899458893,33980.18851457497,5483.732394366197,0.13280883543058444
40,0.4,80,6902,68.0,235319.0,0,0.009852216748768473,34094.32048681541,3460.573529411765,0.12954769368562472
40,0.5,80,4499,66.0,151256.0,0,0.014669926650366748,33619.91553678596,2291.757575757576,0.12880195599022004
40,0.6,80,2897,64.0,93265.0,0,0.022091819123230928,32193.648602002075,1457.265625,0.12961872783757492
40,0.7000000000000001,80,1583,60.0,48923.0,0,0.03790271636133923,30905.243209096654,815.3833333333333,0.13183253890771263
40,0.8,80,582,49.0,19892.0,0,0.08419243986254296,34178.6941580756,405.9591836734694,0.13960637300843487
40,0.9,80,120,33.0,6809.0,0,0.275,56741.66666666667,206.33333333333334,0.225
40,0.1,100,44968,104.0,1497949.0,0,0.0023127557374132716,33311.443693293004,14403.35576923077,0.19047856253335704
40,0.2,100,22199,95.0,797730.0,0,0.004279472048290464,35935.40249560791,8397.157894736842,0.175294955956247
40,0.30000000000000004,100,12506,85.0,468466.0,0,0.006796737565968335,37459.299536222614,5511.364705882353,0.15862349708503554
40,0.4,100,7612,80.0,290589.0,0,0.010509721492380452,38175.11823436679,3632.3625,0.15176037834997375
40,0.5,100,4877,77.0,181898.0,0,0.015788394504818535,37297.10887840886,2362.311688311688,0.1494730367028911
40,0.6,100,3146,76.0,113385.0,0,0.024157660521296885,36041.00445009536,1491.907894736842,0.15267641449459632
40,0.7000000000000001,100,1708,70.0,59671.0,0,0.040983606557377046,34936.182669789225,852.4428571428572,0.15186289120715352
40,0.8,100,637,56.0,24931.0,0,0.08791208791208792,39138.147566718995,445.19642857142856,0.15456543456543456
40,0.9,100,149,43.0,9671.0,0,0.28859060402684567,64906.04026845638,224.90697674418604,0.2513361805979256
40,0.1,120,47948,114.0,1712776.0,0,0.002377575707015934,35721.53165929757,15024.350877192983,0.20869927269693683
40,0.2,120,23929,104.0,929018.0,0,0.004346190814492875,38823.93748171675,8932.865384615385,0.19169862357960482
40,0.30000000000000004,120,13493,94.0,547747.0,0,0.006966575261246572,40594.90105980879,5827.095744680851,0.17508903606583884
40,0.4,120,8200,86.0,339337.0,0,0.010487804878048781,41382.56097560976,3945.779069767442,0.16265631929046565
40,0.5,120,5247,82.0,213302.0,0,0.015627977892128834,40652.18219935201,2601.243902439024,0.15846769582618642
40,0.6,120,3364,79.0,131996.0,0,0.02348394768133175,39237.81212841855,1670.8354430379748,0.1577267322451627
40,0.7000000000000001,120,1813,76.0,68324.0,0,0.041919470490899065,37685.60397131826,899.0,0.1633335004763576
40,0.8,120,682,63.0,29254.0,0,0.09237536656891496,42894.42815249266,464.3492063492063,0.16997067448680353
40,0.9,120,170,51.0,11671.0,0,0.3,68652.94117647059,228.84313725490196,0.2727272727272727
60,0.1,20,51002,67.0,1718172.0,0,0.001313673973569664,33688.325948002035,25644.358208955226,0.12260638620232363
60,0.2,20,23639,59.0,805464.0,0,0.002495875460044841,34073.522568636574,13651.93220338983,0.10877025254875419
60,0.30000000000000004,20,12496,55.0,420256.0,0,0.0044014084507042256,33631.24199743918,7641.018181818182,0.10264084507042254
60,0.4,20,7193,48.0,236117.0,0,0.00667315445572084,32825.94188794662,4919.104166666667,0.09127661994615978
60,0.5,20,4570,46.0,145271.0,0,0.010065645514223195,31787.964989059077,3158.0652173913045,0.08967575094489755
60,0.6,20,2917,44.0,88466.0,0,0.015083990401097017,30327.7339732602,2010.590909090909,0.08905039424065822
60,0.7000000000000001,20,1611,42.0,46873.0,0,0.0260707635009311,29095.592799503414,1116.0238095238096,0.09200609446419503
60,0.8,20,577,33.0,17270.0,0,0.05719237435008666,29930.675909878686,523.3333333333334,0.09431542461005199
60,0.9,20,89,22.0,3992.0,0,0.24719101123595505,44853.93258426966,181.45454545454547,0.18831460674157302
60,0.1,40,54718,87.0,1984611.0,0,0.0015899703936547388,36269.80152783362,22811.620689655174,0.15913580041801104
60,0.2,40,25874,74.0,967671.0,0,0.0028600139135812014,37399.35842931128,13076.635135135135,0.13626146289360327
60,0.30000000000000004,40,13806,71.0,516531.0,0,0.005142691583369549,37413.515862668406,7275.084507042254,0.13217652404093086
60,0.4,40,7978,63.0,294309.0,0,0.007896715968914515,36890.07269992479,4671.571428571428,0.11928348412680327
60,0.5,40,5041,60.0,180287.0,0,0.011902400317397342,35764.134100376905,3004.7833333333333,0.11623234928134749
60,0.6,40,3194,59.0,109147.0,0,0.018472135253600502,34172.51095804634,1849.949152542373,0.11835600842488758
60,0.7000000000000001,40,1760,57.0,58098.0,0,0.03238636363636364,33010.22727272727,1019.2631578947369,0.12306818181818183
60,0.8,40,650,45.0,22986.0,0,0.06923076923076923,35363.07692307692,510.8,0.12335664335664337
60,0.9,40,123,34.0,6670.0,0,0.2764227642276423,54227.64227642277,196.1764705882353,0.2276718403547672
60,0.1,60,58502,103.0,2270939.0,0,0.001760623568425011,38818.142969471126,22047.95145631068,0.18832910141378228
60,0.2,60,28132,90.0,1141900.0,0,0.0031992037537324045,40590.786293189245,12687.777777777777,0.1655558858886031
60,0.30000000000000004,60,15164,81.0,623310.0,0,0.005341598522817199,41104.589817989974,7695.185185185185,0.1504776863864176
60,0.4,60,8746,70.0,356094.0,0,0.008003658815458496,40715.06974616968,5087.057142857143,0.13207492256200237
60,0.5,60,5542,67.0,220721.0,0,0.012089498376037532,39826.957776975825,3294.3432835820895,0.12907188084380433
60,0.6,60,3460,66.0,131035.0,0,0.01907514450867052,37871.387283236996,1985.378787878788,0.1314450867052023
60,0.7000000000000001,60,1884,62.0,68494.0,0,0.032908704883227176,36355.62632696391,1104.741935483871,0.13247249565720903
60,0.8,60,702,51.0,27441.0,0,0.07264957264957266,39089.74358974359,538.0588235294117,0.13631701631701632
60,0.9,60,144,38.0,8501.0,0,0.2638888888888889,59034.722222222226,223.71052631578948,0.22742424242424242
60,0.1,80,61624,120.0,2518485.0,0,0.0019472932623653123,40868.57393223419,20987.375,0.21935019413923737
60,0.2,80,29968,102.0,1291802.0,0,0.003403630539241858,43106.046449546186,12664.725490196079,0.18749672377809057
60,0.30000000000000004,80,16300,96.0,717883.0,0,0.00588957055214724,44041.9018404908,7477.947916666667,0.1780791968767429
60,0.4,80,9437,84.0,415482.0,0,0.008901133834905161,44026.915333262696,4946.214285714285,0.15806795302821583
60,0.5,80,5949,79.0,256634.0,0,0.01327954278029921,43139.01496049757,3248.53164556962,0.15160408930454317
60,0.6,80,3683,76.0,151223.0,0,0.020635351615530817,41059.733912571275,1989.7763157894738,0.15056302915113667
60,0.7000000000000001,80,2013,74.0,80393.0,0,0.03676105315449578,39936.91008445107,1086.3918918918919,0.15660208643815202
60,0.8,80,754,61.0,32839.0,0,0.08090185676392574,43553.05039787798,538.344262295082,0.15945020496744636
60,0.9,80,174,49.0,11719.0,0,0.28160919540229884,67350.57471264368,239.16326530612244,0.25805642633228837
60,0.1,100,64227,129.0,2735122.0,0,0.0020085010976692045,42585.23673844333,21202.496124031008,0.23575055520405605
60,0.2,100,31482,113.0,1422187.0,0,0.0035893526459564195,45174.60771234356,12585.725663716814,0.20760815704211932
60,0.30000000000000004,100,17227,104.0,800656.0,0,0.006037034887095838,46476.80965925582,7698.615384615385,0.1927131300231666
60,0.4,100,10023,91.0,469484.0,0,0.009079118028534372,46840.666467125615,5159.1648351648355,0.1709020162716661
60,0.5,100,6277,85.0,287609.0,0,0.01354150071690298,45819.49976103234,3383.635294117647,0.16267035497559634
60,0.6,100,3887,81.0,170630.0,0,0.020838693079495756,43897.607409313096,2106.543209876543,0.15977594312042473
60,0.7000000000000001,100,2109,76.0,89711.0,0,0.036036036036036036,42537.22143195827,1180.407894736842,0.1598034398034398
60,0.8,100,793,66.0,36873.0,0,0.0832282471626734,46498.10844892812,558.6818181818181,0.16993694829760403
60,0.9,100,189,54.0,13363.0,0,0.2857142857142857,70703.70370370371,247.46296296296296,0.2696103896103896
60,0.1,120,66503,136.0,2931624.0,0,0.002045020525389832,44082.58274062824,21556.058823529413,0.24849973958796118
60,0.2,120,32743,122.0,1536114.0,0,0.003725987233912592,46914.27175274104,12591.098360655738,0.2240537741585294
60,0.30000000000000004,120,18025,111.0,875928.0,0,0.006158113730929265,48595.173370319004,7891.243243243243,0.20551305005673937
60,0.4,120,10497,102.0,516148.0,0,0.009717062017719349,49171.001238449084,5060.274509803921,0.19128478266517707
60,0.5,120,6581,93.0,319352.0,0,0.014131590943625589,48526.36377450235,3433.8924731182797,0.17756986365708444
60,0.6,120,4055,87.0,188145.0,0,0.021454993834771886,46398.27373612824,2162.5862068965516,0.17105481448268134
60,0.7000000000000001,120,2211,83.0,100617.0,0,0.03753957485300769,45507.46268656717,1212.2530120481927,0.17343283582089553
60,0.8,120,821,71.0,40478.0,0,0.08647990255785627,49303.2886723508,570.112676056338,0.18097885062562288
60,0.9,120,199,55.0,14404.0,0,0.27638190954773867,72381.90954773869,261.8909090909091,0.2658291457286432
80,0.1,20,75690,102.0,3542606.0,0,0.0013476020610384463,46804.14850046241,34731.43137254902,0.18626310669116852
80,0.2,20,36027,91.0,1726215.0,0,0.002525883365253837,47914.48080606212,18969.395604395606,0.16697007547369777
80,0.30000000000000004,20,19145,80.0,918268.0,0,0.004178636719770175,47963.85479237399,11478.35,0.14796172748640757
80,0.4,20,10785,69.0,507535.0,0,0.006397774687065368,47059.34167825684,7355.579710144928,0.12929321026678467
80,0.5,20,6472,64.0,289498.0,0,0.009888751545117428,44730.840543881335,4523.40625,0.12229688729070683
80,0.6,20,3942,60.0,166274.0,0,0.015220700152207,42180.11161846778,2771.233333333333,0.11822332918223329
80,0.7000000000000001,20,2081,58.0,82470.0,0,0.02787121576165305,39629.985583853915,1421.896551724138,0.12217727491153728
80,0.8,20,749,49.0,30573.0,0,0.06542056074766354,40818.42456608812,623.9387755102041,0.1283432455395072
80,0.9,20,153,41.0,9132.0,0,0.2679738562091503,59686.27450980392,222.73170731707316,0.23532976827094473
80,0.1,40,77437,120.0,3700099.0,0,0.0015496468096646307,47782.055089944086,30834.158333333333,0.21911160626761694
80,0.2,40,37157,108.0,1829245.0,0,0.002906585569340905,49230.15851656485,16937.453703703704,0.19810758770524092
80,0.30000000000000004,40,19869,93.0,984952.0,0,0.004680658311943228,49572.29855553878,10590.881720430107,0.17189930407807502
80,0.4,40,11282,81.0,553537.0,0,0.007179578088991313,49063.729835135615,6833.79012345679,0.15158047412612208
80,0.5,40,6831,74.0,322660.0,0,0.010832967354706485,47234.66549553506,4360.27027027027,0.14104523495827845
80,0.6,40,4142,66.0,185030.0,0,0.0159343312409464,44671.65620473201,2803.4848484848485,0.12956059874456782
80,0.7000000000000001,40,2194,64.0,93177.0,0,0.02917046490428441,42469.0063810392,1455.890625,0.133865915306207
80,0.8,40,799,54.0,35403.0,0,0.06758448060075094,44309.136420525654,655.6111111111111,0.13873250654226876
80,0.9,40,172,46.0,10991.0,0,0.26744186046511625,63901.16279069768,238.93478260869566,0.2441014799154334
80,0.1,60,79076,129.0,3857902.0,0,0.0016313420001011685,48787.267944762,29906.217054263565,0.23552425974551522
80,0.2,60,38062,117.0,1918811.0,0,0.0030739320056749515,50412.77389522359,16400.094017094016,0.21457163193067774
80,0.30000000000000004,60,20474,105.0,1045720.0,0,0.005128455602227215,51075.51040343851,9959.238095238095,0.19398616427042725
80,0.4,60,11702,91.0,596207.0,0,0.007776448470346949,50949.15399077081,6551.725274725275,0.17012041453675364
80,0.5,60,7092,84.0,349523.0,0,0.011844331641285956,49284.122955442755,4160.988095238095,0.1598338717120443
80,0.6,60,4326,78.0,204119.0,0,0.018030513176144243,47184.234858992146,2616.9102564102564,0.15263648972386837
80,0.7000000000000001,60,2298,74.0,103987.0,0,0.03220191470844212,45251.087902523934,1405.2297297297298,0.15386660337051983
80,0.8,60,847,62.0,40633.0,0,0.07319952774498228,47972.8453364817,655.3709677419355,0.1566469893742621
80,0.9,60,195,52.0,13605.0,0,0.26666666666666666,69769.23076923077,261.63461538461536,0.2545454545454545
80,0.1,80,80517,137.0,4003713.0,0,0.0017015040302048015,49725.06427214129,29224.182481751825,0.25011181150903194
80,0.2,80,38895,124.0,2006711.0,0,0.00318807044607276,51593.03252346059,16183.15322580645,0.22736738772218912
80,0.30000000000000004,80,20997,110.0,1102620.0,0,0.005238843644330142,52513.21617373911,10023.818181818182,0.2031433061865981
80,0.4,80,12053,98.0,635259.0,0,0.00813075582842446,52705.46751846013,6482.234693877551,0.18306027167887287
80,0.5,80,7344,90.0,377559.0,0,0.012254901960784314,51410.53921568627,4195.1,0.17098930481283425
80,0.6,80,4463,83.0,219399.0,0,0.018597356038539098,49159.533945776384,2643.3614457831327,0.16206750453221436
80,0.7000000000000001,80,2375,79.0,112631.0,0,0.03326315789473684,47423.57894736842,1425.7088607594937,0.16359425837320574
80,0.8,80,877,68.0,44018.0,0,0.07753705815279362,50191.56214367161,647.3235294117648,0.1701585985280398
80,0.9,80,210,56.0,15393.0,0,0.26666666666666666,73300.0,274.875,0.26181818181818184
80,0.1,100,81819,143.0,4142755.0,0,0.001747760300174776,50633.165890563316,28970.314685314686,0.26104865618010487
80,0.2,100,39670,131.0,2091841.0,0,0.003302243508948828,52731.05621376355,15968.251908396947,0.24016316428718748
80,0.30000000000000004,100,21457,118.0,1155437.0,0,0.005499370834692641,53848.953721396276,9791.838983050848,0.21784507704627015
80,0.4,100,12345,104.0,670009.0,0,0.008424463345484001,54273.71405427298,6442.3942307692305,0.19414558709819948
80,0.5,100,7553,98.0,402561.0,0,0.012974976830398516,53298.15967165365,4107.765306122449,0.1859668042800573
80,0.6,100,4607,90.0,236917.0,0,0.019535489472541783,51425.43954851313,2632.411111111111,0.17535765731988873
80,0.7000000000000001,100,2456,85.0,122297.0,0,0.03460912052117264,49795.195439739415,1438.7882352941176,0.17531092685815813
80,0.8,100,910,73.0,48225.0,0,0.08021978021978023,52994.505494505494,660.6164383561644,0.1808591408591409
80,0.9,100,220,60.0,16660.0,0,0.2727272727272727,75727.27272727272,277.6666666666667,0.2727272727272727
80,0.1,120,82959,152.0,4273048.0,0,0.0018322303788618475,51507.94971009776,28112.157894736843,0.2774629745909535
80,0.2,120,40365,137.0,2174035.0,0,0.0033940294809860026,53859.40790288616,15868.868613138686,0.25112732677950067
80,0.30000000000000004,120,21886,124.0,1207651.0,0,0.0056657223796034,55179.1556246002,9739.120967741936,0.2288539788823075
80,0.4,120,12617,111.0,703655.0,0,0.008797653958944282,55770.38915748593,6339.2342342342345,0.20709677419354838
80,0.5,120,7739,102.0,426101.0,0,0.01317999741568678,55058.92234138778,4177.4607843137255,0.19336254390395752
80,0.6,120,4730,96.0,252055.0,0,0.02029598308668076,53288.58350951374,2625.5729166666665,0.186723044397463
80,0.7000000000000001,120,2524,88.0,130989.0,0,0.03486529318541997,51897.3851030111,1488.5113636363637,0.180919175911252
80,0.8,120,937,77.0,51714.0,0,0.08217716115261472,55191.03521878335,671.6103896103896,0.18930629669156882
80,0.9,120,231,64.0,18237.0,0,0.27705627705627706,78948.05194805194,284.953125,0.2825974025974026
100,0.1,20,85491,126.0,4448720.0,0,0.0014738393515106854,52037.29047502076,35307.30158730159,0.22997521270181553
100,0.2,20,40782,112.0,2169589.0,0,0.0027463096464126332,53199.67142366731,19371.33035714286,0.2052841494242112
100,0.30000000000000004,20,21753,99.0,1162866.0,0,0.004551096400496483,53457.72996828024,11746.121212121212,0.1827306578402979
100,0.4,20,12316,89.0,651788.0,0,0.007226372198765833,52922.05261448522,7323.460674157303,0.16615400513744133
100,0.5,20,7447,82.0,381494.0,0,0.011011145427689002,51227.876997448635,4652.365853658536,0.1556975963475225
100,0.6,20,4511,76.0,220490.0,0,0.016847705608512526,48878.29749501219,2901.184210526316,0.1482904415469257
100,0.7000000000000001,20,2404,70.0,113397.0,0,0.029118136439267885,47170.13311148086,1619.9571428571428,0.14474360913628803
100,0.8,20,880,56.0,43214.0,0,0.06363636363636363,49106.818181818184,771.6785714285714,0.13999999999999999
100,0.9,20,191,48.0,12883.0,0,0.2513089005235602,67450.26178010472,268.3958333333333,0.2380580675868634
100,0.1,40,86658,132.0,4577793.0,0,0.0015232292460015233,52825.971058644325,34680.25,0.2409139375476009
100,0.2,40,41519,119.0,2252336.0,0,0.00286615766275681,54248.32004624389,18927.193277310926,0.21808333096129046
100,0.30000000000000004,40,22239,106.0,1218172.0,0,0.0047664013669679395,54776.38383020819,11492.188679245282,0.1955871135474535
100,0.4,40,12660,96.0,691306.0,0,0.007582938388625593,54605.52922590837,7201.104166666667,0.17909521757862992
100,0.5,40,7665,89.0,406571.0,0,0.011611219830397913,53042.53098499674,4568.213483146067,0.16878491371642057
100,0.6,40,4656,82.0,237137.0,0,0.01761168384879725,50931.48625429554,2891.9146341463415,0.15965791940018745
100,0.7000000000000001,40,2487,77.0,122962.0,0,0.03096099718536389,49441.89786891837,1596.909090909091,0.15857659831121831
100,0.8,40,925,66.0,48451.0,0,0.07135135135135136,52379.45945945946,734.1060606060606,0.1628108108108108
100,0.9,40,216,55.0,15823.0,0,0.25462962962962965,73254.62962962964,287.6909090909091,0.25277777777777777
100,0.1,60,87734,143.0,4704489.0,0,0.0016299268242642533,53622.18752137142,32898.52447552448,0.26097795609455854
100,0.2,60,42167,126.0,2330083.0,0,0.0029881186709986482,55258.44854981383,18492.722222222223,0.2308837802935083
100,0.30000000000000004,60,22645,113.0,1267836.0,0,0.0049900640317950985,55987.45860013248,11219.787610619469,0.20844858387362253
100,0.4,60,12934,103.0,725274.0,0,0.007963507035719809,56074.99613421989,7041.495145631068,0.19205083149415916
100,0.5,60,7874,94.0,432481.0,0,0.011938023876047752,54925.1968503937,4600.86170212766,0.17807190523471955
100,0.6,60,4784,88.0,253050.0,0,0.01839464882943144,52895.06688963211,2875.568181818182,0.1710367892976589
100,0.7000000000000001,60,2559,81.0,131844.0,0,0.031652989449003514,51521.688159437275,1627.7037037037037,0.16626452094212937
100,0.8,60,956,69.0,52261.0,0,0.07217573221757322,54666.317991631804,757.4057971014493,0.16875998478508938
100,0.9,60,227,60.0,17244.0,0,0.2643171806167401,75964.7577092511,287.4,0.26768121746095314
